ID,y
3,0.000977571588009596
4,0.00432335352525115
6,0.00395617168396711
7,0.0067781787365675
14,0.00122124131303281
23,0.00165318488143384
29,0.00216216454282403
30,0.00762601522728801
40,0.00279986555688083
47,0.00592297781258822
49,0.00682655349373817
51,0.00822427682578564
56,0.00684050796553493
59,0.00288399867713451
61,0.00339161045849323
63,0.00236474326811731
64,0.0153890224173665
65,0.0077697029337287
67,0.120619893074036
73,0.00314198923297226
74,0.00378922140225768
75,0.00569573929533362
81,0.00455244956538081
83,0.00117269682232291
84,0.337374627590179
85,0.0052505936473608
94,0.00499390158802271
95,0.00656506372615695
100,0.00520130107179284
105,0.0174147617071867
107,0.00549368327483535
108,0.000969543179962784
109,0.0726062431931496
110,0.321958065032959
116,0.00289187906309962
118,0.0104494737461209
125,0.00617485959082842
127,0.00131679663900286
128,0.00146670348476619
132,0.0102895684540272
137,0.0027081617154181
140,0.0776644870638847
142,0.00563389156013727
147,0.00156356231309474
148,0.00495872413739562
149,0.00178627367131412
150,0.0672573000192642
151,0.0016021323390305
156,0.00128257472533733
159,0.0017471220344305
160,0.00198425352573395
161,0.00472579849883914
163,0.00480268243700266
168,0.00611192686483264
173,0.00348225398920476
174,0.00518189277499914
176,0.0277517940849066
178,0.000626733643002808
185,0.00311864260584116
188,0.0109013663604856
190,0.124692901968956
192,0.00689795287325978
194,0.0024213963188231
200,0.00395987881347537
205,0.0366102047264576
207,0.000842002627905458
214,0.00473201693966985
215,0.00389164220541716
216,0.00492691295221448
217,0.0075081535615027
223,0.00450742803514004
225,0.361422449350357
226,0.00135493953712285
227,0.00519690150395036
233,0.154712796211243
236,0.00055527058430016
238,0.00130959623493254
241,0.00357848289422691
245,0.00763601437211037
246,0.0224092174321413
251,0.00129613652825356
254,0.00565667543560267
255,0.00458680838346481
256,0.00675284629687667
257,0.00137137377168983
258,0.00185369187965989
263,0.00374194723553956
264,0.00125923717860132
266,0.00285834237001836
267,0.0052263718098402
270,0.0316967815160751
271,0.101218812167645
291,0.00208040908910334
293,0.004082300234586
295,0.00563831953331828
298,0.00281281885690987
299,0.00135508540552109
301,0.00245193601585925
303,0.00328988977707922
305,0.00407270155847073
309,0.00210359622724354
313,0.00405003875494003
316,0.00457390770316124
330,0.00266799586825073
337,0.00284717371687293
339,0.0159117374569178
340,0.00316620641387999
344,0.00383575819432735
346,0.045063316822052
361,0.00884999334812164
367,0.00525132846087217
369,0.00543189467862248
374,0.00817799475044012
376,0.00235637044534087
378,0.0033536299597472
379,0.00654962891712785
380,0.00380087271332741
384,0.0339613258838654
385,0.00990029331296682
387,0.00381156522780657
388,0.0528040900826454
390,0.00347562856040895
391,0.490856617689133
392,0.00301177357323468
399,0.0063708839006722
401,0.0014421179657802
402,0.0174323208630085
408,0.00377990142442286
410,0.00730826193466783
412,0.188419789075851
414,0.00244327867403626
416,0.00362980598583818
417,0.0750012695789337
418,0.00349822686985135
422,0.00392643408849835
432,0.272266566753387
434,0.0014772618887946
435,0.00213112263008952
438,0.00630509667098522
441,0.00344157079234719
442,0.00427551008760929
461,0.00359751493670046
463,0.00147276441566646
468,0.178379341959953
471,0.00142452795989811
472,0.171079069375992
473,0.000959277909714729
475,0.555399537086487
479,0.00750169344246388
485,0.000896230689249933
489,0.00375031121075153
490,0.0027274691965431
498,0.00307281827554107
506,0.00247590802609921
508,0.00229988363571465
510,0.00687915692105889
512,0.00471024308353663
514,0.00198258669115603
519,0.00211797887459397
526,0.00833849888294935
530,0.00600316608324647
532,0.0653341114521027
536,0.00281917094253004
538,0.00209030229598284
541,0.0170989111065865
543,0.00248793628998101
550,0.0239110328257084
551,0.00224154419265687
558,0.00278031942434609
563,0.0142461974173784
582,0.00261650746688247
584,0.00685998564586043
585,0.000670424313284457
592,0.00325476448051631
593,0.00372145045548677
596,0.00552915222942829
598,0.0705706179141998
599,0.00778225902467966
600,0.000445118872448802
602,0.00250403373502195
603,0.00148506241384894
610,0.00233625480905175
611,0.00374394934624434
612,0.0135115282610059
613,0.00489261141046882
617,0.0089131947606802
618,0.0028270143084228
620,0.00117721618153155
627,0.247981294989586
628,0.0104914074763656
629,0.00507944170385599
631,0.0116890585049987
634,0.010637435130775
640,0.00232149753719568
643,0.00434737373143435
644,0.00476435711607337
645,0.000519380846526474
654,0.0192794948816299
657,0.00635361671447754
659,0.0058255298063159
661,0.00618930486962199
662,0.0637774914503098
672,0.00257052457891405
681,0.00368708884343505
692,0.00660704961046577
694,0.00153122609481215
698,0.00248911418020725
701,0.00941850896924734
709,0.00202377745881677
721,0.00268071284517646
723,0.0015764448326081
729,0.460837781429291
730,0.00309179583564401
731,0.00171743449755013
743,0.0024083515163511
745,0.00138667842838913
748,0.00305326445959508
751,0.00184430356603116
753,0.00270298426039517
757,0.0052339262329042
759,0.00166851130779833
762,0.00193802325520664
763,0.00169885403010994
765,0.00296008191071451
766,0.00313325831666589
769,0.00281220371834934
774,0.00149281020276248
775,0.00176971917971969
782,0.0023628834169358
785,0.00239133625291288
786,0.213127866387367
788,0.00165176496375352
791,0.0095534548163414
792,0.111665606498718
797,0.00587270548567176
800,0.00418955460190773
804,0.0021351114846766
805,0.00970631279051304
807,0.00138282775878906
809,0.0024588059168309
811,0.00144837459083647
812,0.00117044139187783
815,0.222618520259857
818,0.411742180585861
821,0.00459417561069131
828,0.00248394091613591
835,0.0853648334741592
840,0.00185090850573033
847,0.00474304985255003
849,0.00152707553934306
850,0.198191419243813
854,0.404926747083664
855,0.00468989741057158
857,0.00149070005863905
859,0.126723408699036
860,0.00438672676682472
862,0.00963044166564941
863,0.00731755001470447
869,0.00571656739339232
870,0.0110732307657599
881,0.00347634870558977
882,0.00467137293890119
886,0.00456367200240493
887,0.00556012662127614
894,0.00279318378306925
899,0.0022788445930928
900,0.00386592256836593
902,0.00177218485623598
903,0.00182987994048744
909,0.00170005380641669
910,0.00127723172772676
911,0.00138859474100173
922,0.00379834556952119
928,0.00278647243976593
937,0.00221005687490106
939,0.00155781500507146
942,0.0178865436464548
945,0.00276995776221156
951,0.0108602894470096
953,0.00117142521776259
957,0.254329383373261
958,0.00337628670968115
960,0.000514322600793093
961,0.512383997440338
